1, 1, 1, -0.597555, -0.063480, -0.584260, 0.118512
1, 1, 2, -0.284008, 0.082026, -0.060073, 0.485375
1, 1, 3, -0.243667, 0.104450, 0.005586, 0.532737
1, 1, 4, -0.200841, 0.129292, 0.073672, 0.582300
1, 1, 5, -0.158751, 0.160827, 0.141840, 0.633712
1, 1, 6, -0.115159, 0.189536, 0.206312, 0.679649
1, 1, 7, -0.471742, 0.164333, -0.176403, 0.475600
1, 1, 8, -0.508761, 0.094585, -0.311501, 0.359708
1, 1, 9, -0.538085, -0.000333, -0.450881, 0.237754
1, 1, 10, -0.538797, -0.066300, -0.506508, 0.182301
1, 2, 1, -0.597220, -0.099197, -0.583356, -1.000000
1, 2, 2, -0.285091, 0.045611, -0.063455, -1.000000
1, 2, 3, -0.244670, 0.073770, 0.001962, -1.000000
1, 2, 4, -0.201766, 0.104348, 0.070634, -1.000000
1, 2, 5, -0.157113, 0.137618, 0.141030, -1.000000
1, 2, 6, -0.115391, 0.166485, 0.204216, -1.000000
1, 2, 7, -0.473185, 0.120174, -0.179483, -1.000000
1, 2, 8, -0.510013, 0.051835, -0.314099, -1.000000
1, 2, 9, -0.539111, -0.034089, -0.443187, -1.000000
1, 2, 10, -0.540188, -0.102295, -0.508420, -1.000000
1, 3, 1, -0.596877, -0.133976, -0.582803, -1.000000
1, 3, 2, -0.285009, 0.022101, -0.063913, -1.000000
1, 3, 3, -0.244578, 0.050358, -0.000572, -1.000000
1, 3, 4, -0.199215, 0.082777, 0.069716, -1.000000
1, 3, 5, -0.156687, 0.116160, 0.139629, -1.000000
1, 3, 6, -0.114998, 0.146111, 0.202975, -1.000000
1, 3, 7, -0.472861, 0.076540, -0.182241, -1.000000
1, 3, 8, -0.509664, 0.016478, -0.305060, -1.000000
1, 3, 9, -0.540547, -0.072746, -0.446362, -1.000000
1, 3, 10, -0.540096, -0.137085, -0.508571, -1.000000
1, 4, 1, -0.596510, -0.170888, -0.586104, -1.000000
1, 4, 2, -0.284913, -0.000918, -0.067577, -1.000000
1, 4, 3, -0.242024, 0.029075, -0.002231, -1.000000
1, 4, 4, -0.198766, 0.060757, 0.065278, -1.000000
1, 4, 5, -0.156291, 0.094928, 0.134921, -1.000000
1, 4, 6, -0.114635, 0.126272, 0.199687, -1.000000
1, 4, 7, -0.472512, 0.036406, -0.177160, -1.000000
1, 4, 8, -0.511097, -0.028404, -0.314303, -1.000000
1, 4, 9, -0.540464, -0.112418, -0.450958, -1.000000
1, 4, 10, -0.540016, -0.173203, -0.511040, -1.000000
1, 5, 1, -0.596653, -0.208083, -0.592006, -1.000000
1, 5, 2, -0.282389, -0.021446, -0.069968, -1.000000
1, 5, 3, -0.241620, 0.008338, -0.006083, -1.000000
1, 5, 4, -0.198414, 0.040979, 0.061535, -1.000000
1, 5, 5, -0.155945, 0.075289, 0.130267, -1.000000
1, 5, 6, -0.114523, 0.110738, 0.202017, -1.000000
1, 5, 7, -0.473968, -0.007882, -0.184344, -1.000000
1, 5, 8, -0.511033, -0.069392, -0.317151, -1.000000
1, 5, 9, -0.540365, -0.151418, -0.455770, -1.000000
1, 5, 10, -0.539901, -0.210085, -0.517546, -1.000000
1, 6, 1, -0.514255, -0.220590, -0.547838, -1.000000
1, 6, 2, -0.152739, -0.000274, -0.004882, -1.000000
1, 6, 3, -0.116126, 0.029212, 0.057176, -1.000000
1, 6, 4, -0.076356, 0.061648, 0.123295, -1.000000
1, 6, 5, -0.038473, 0.098689, 0.197379, -1.000000
1, 6, 6, -0.004992, 0.126073, 0.252146, -1.000000
1, 6, 7, -0.103826, 0.054706, -0.008857, -1.000000
1, 6, 8, -0.382583, -0.071750, -0.251340, -1.000000
1, 6, 9, -0.420578, -0.147268, -0.392162, -1.000000
1, 6, 10, -0.419557, -0.195626, -0.454607, -1.000000
1, 7, 1, -0.225366, -0.160008, -0.417769, -1.000000
1, 7, 2, 0.113110, 0.060441, 0.116262, -1.000000
1, 7, 3, 0.141584, 0.088230, 0.175215, -1.000000
1, 7, 4, 0.171028, 0.122397, 0.244794, -1.000000
1, 7, 5, 0.198998, 0.151132, 0.302263, -1.000000
1, 7, 6, 0.222598, 0.178453, 0.356906, -1.000000
1, 7, 7, 0.401861, 0.171872, 0.223664, -1.000000
1, 7, 8, 0.108057, 0.041028, -0.028189, -1.000000
1, 7, 9, -0.182640, -0.098469, -0.284825, -1.000000
1, 7, 10, -0.179563, -0.142962, -0.342870, -1.000000
1, 8, 1, 0.189506, -0.064672, -0.229130, -1.000000
1, 8, 2, 0.380751, 0.121117, 0.237658, -1.000000
1, 8, 3, 0.399787, 0.151059, 0.300697, -1.000000
1, 8, 4, 0.415570, 0.176002, 0.352004, -1.000000
1, 8, 5, 0.439914, 0.206222, 0.412443, -1.000000
1, 8, 6, 0.452220, 0.231045, 0.462089, -1.000000
1, 8, 7, 0.615734, 0.220956, 0.320560, -1.000000
1, 8, 8, 0.595896, 0.152904, 0.193997, -1.000000
1, 8, 9, 0.287618, 0.007442, -0.071161, -1.000000
1, 8, 10, 0.063321, -0.087780, -0.233943, -1.000000
1, 9, 1, 0.605486, 0.030000, -0.042555, -1.000000
1, 9, 2, 0.637642, 0.182199, 0.360050, -1.000000
1, 9, 3, 0.645253, 0.203437, 0.405273, -1.000000
1, 9, 4, 0.655844, 0.229437, 0.458874, -1.000000
1, 9, 5, 0.670408, 0.257717, 0.515435, -1.000000
1, 9, 6, 0.677574, 0.281487, 0.562975, -1.000000
1, 9, 7, 0.773273, 0.254647, 0.385938, -1.000000
1, 9, 8, 0.790658, 0.193713, 0.277473, -1.000000
1, 9, 9, 0.759490, 0.113198, 0.138523, -1.000000
1, 9, 10, 0.554555, 0.022444, -0.015934, -1.000000
1, 10, 1, 0.904636, 0.103430, 0.106136, -1.000000
1, 10, 2, 0.880009, 0.238994, 0.472563, -1.000000
1, 10, 3, 0.883630, 0.261370, 0.520285, -1.000000
1, 10, 4, 0.886747, 0.285129, 0.570259, -1.000000
1, 10, 5, 0.891345, 0.311068, 0.622136, -1.000000
1, 10, 6, 0.893913, 0.333531, 0.667063, -1.000000
1, 10, 7, 0.925785, 0.291217, 0.463763, -1.000000
1, 10, 8, 0.930193, 0.228515, 0.347788, -1.000000
1, 10, 9, 0.938659, 0.156681, 0.225894, -1.000000
1, 10, 10, 0.961961, 0.117188, 0.173524, -1.000000
2, 2, 1, -0.596885, -0.291893, -1.193764, -0.488887
2, 2, 2, -0.286162, -0.112545, -0.572323, -0.082911
2, 2, 3, -0.245684, -0.080126, -0.491369, -0.016884
2, 2, 4, -0.202664, -0.044392, -0.405328, 0.056828
2, 2, 5, -0.155452, -0.003781, -0.310904, 0.150794
2, 2, 6, -0.115611, 0.030230, -0.231222, 0.234061
2, 2, 7, -0.474621, -0.088828, -0.949243, -0.005187
2, 2, 8, -0.511247, -0.156790, -1.022494, -0.174270
2, 2, 9, -0.540137, -0.237873, -1.080275, -0.364258
2, 2, 10, -0.541589, -0.287166, -1.083178, -0.471113
2, 3, 1, -0.596541, -0.317011, -1.193075, -1.000000
2, 3, 2, -0.286101, -0.126025, -0.572202, -1.000000
2, 3, 3, -0.245573, -0.093202, -0.491145, -1.000000
2, 3, 4, -0.200104, -0.055370, -0.400209, -1.000000
2, 3, 5, -0.155026, -0.015690, -0.310053, -1.000000
2, 3, 6, -0.115219, 0.019256, -0.230439, -1.000000
2, 3, 7, -0.474287, -0.119481, -0.948574, -1.000000
2, 3, 8, -0.510907, -0.187166, -1.021815, -1.000000
2, 3, 9, -0.541573, -0.265989, -1.083146, -1.000000
2, 3, 10, -0.541496, -0.312784, -1.082993, -1.000000
2, 4, 1, -0.596191, -0.343567, -1.180087, -1.000000
2, 4, 2, -0.285985, -0.139226, -0.551817, -1.000000
2, 4, 3, -0.243009, -0.104221, -0.466758, -1.000000
2, 4, 4, -0.199655, -0.067021, -0.380345, -1.000000
2, 4, 5, -0.154631, -0.026761, -0.291219, -1.000000
2, 4, 6, -0.114844, 0.009881, -0.212121, -1.000000
2, 4, 7, -0.473947, -0.153746, -0.890224, -1.000000
2, 4, 8, -0.512340, -0.219720, -1.004683, -1.000000
2, 4, 9, -0.541491, -0.294528, -1.064329, -1.000000
2, 4, 10, -0.541415, -0.339164, -1.064085, -1.000000
