1, 1, 1, -0.770083, -0.325986, -1.048902, -0.533716
1, 1, 2, -0.289870, 0.083842, -0.063039, 0.485870
1, 1, 3, -0.248796, 0.106038, 0.002989, 0.533182
1, 1, 4, -0.205803, 0.129004, 0.071156, 0.582709
1, 1, 5, -0.160846, 0.160724, 0.140787, 0.633923
1, 1, 6, -0.145699, 0.187974, 0.190709, 0.682366
1, 1, 7, -0.471742, 0.164333, -0.176403, 0.475600
1, 1, 8, -0.508761, 0.094585, -0.311501, 0.359708
1, 1, 9, -0.538085, -0.000333, -0.450881, 0.237754
1, 1, 10, -0.571633, -0.132786, -0.612973, 0.026636
1, 2, 1, -0.769922, -0.351634, -1.048402, -1.000000
1, 2, 2, -0.291206, 0.045498, -0.066612, -1.000000
1, 2, 3, -0.250039, 0.073677, -0.000768, -1.000000
1, 2, 4, -0.206762, 0.103706, 0.068041, -1.000000
1, 2, 5, -0.159409, 0.137333, 0.139852, -1.000000
1, 2, 6, -0.147343, 0.162671, 0.187925, -1.000000
1, 2, 7, -0.473185, 0.120174, -0.179483, -1.000000
1, 2, 8, -0.510013, 0.051835, -0.314099, -1.000000
1, 2, 9, -0.539111, -0.034089, -0.443187, -1.000000
1, 2, 10, -0.574413, -0.169122, -0.619581, -1.000000
1, 3, 1, -0.769758, -0.376609, -1.048638, -1.000000
1, 3, 2, -0.291153, 0.021511, -0.067209, -1.000000
1, 3, 3, -0.249764, 0.049873, -0.003369, -1.000000
1, 3, 4, -0.204426, 0.081740, 0.066904, -1.000000
1, 3, 5, -0.158985, 0.115726, 0.138428, -1.000000
1, 3, 6, -0.146976, 0.140226, 0.186374, -1.000000
1, 3, 7, -0.472861, 0.076540, -0.182241, -1.000000
1, 3, 8, -0.509664, 0.016478, -0.305060, -1.000000
1, 3, 9, -0.540547, -0.072746, -0.446362, -1.000000
1, 3, 10, -0.574328, -0.201323, -0.619722, -1.000000
1, 4, 1, -0.769559, -0.403240, -1.051304, -1.000000
1, 4, 2, -0.290874, -0.001911, -0.070879, -1.000000
1, 4, 3, -0.247424, 0.028141, -0.005278, -1.000000
1, 4, 4, -0.203980, 0.059395, 0.062389, -1.000000
1, 4, 5, -0.158591, 0.094352, 0.133708, -1.000000
1, 4, 6, -0.146635, 0.118402, 0.182917, -1.000000
1, 4, 7, -0.472512, 0.036406, -0.177160, -1.000000
1, 4, 8, -0.511097, -0.028404, -0.314303, -1.000000
1, 4, 9, -0.540464, -0.112418, -0.450958, -1.000000
1, 4, 10, -0.574254, -0.234754, -0.622006, -1.000000
1, 5, 1, -0.769381, -0.429418, -1.055121, -1.000000
1, 5, 2, -0.288520, -0.022828, -0.073426, -1.000000
1, 5, 3, -0.246985, 0.007133, -0.009099, -1.000000
1, 5, 4, -0.203594, 0.039363, 0.058627, -1.000000
1, 5, 5, -0.158230, 0.074608, 0.129043, -1.000000
1, 5, 6, -0.146311, 0.101516, 0.185557, -1.000000
1, 5, 7, -0.473968, -0.007882, -0.184344, -1.000000
1, 5, 8, -0.511033, -0.069392, -0.317151, -1.000000
1, 5, 9, -0.540365, -0.151418, -0.455770, -1.000000
1, 5, 10, -0.574147, -0.268877, -0.627968, -1.000000
1, 6, 1, -0.640730, -0.436807, -0.990809, -1.000000
1, 6, 2, -0.149609, 0.000693, -0.003955, -1.000000
1, 6, 3, -0.113384, 0.030062, 0.057996, -1.000000
1, 6, 4, -0.073706, 0.062047, 0.124093, -1.000000
1, 6, 5, -0.037276, 0.098894, 0.197788, -1.000000
1, 6, 6, 0.012006, 0.129254, 0.258507, -1.000000
1, 6, 7, -0.103826, 0.054706, -0.008857, -1.000000
1, 6, 8, -0.382583, -0.071750, -0.251340, -1.000000
